Image,Distance(m),Error(m)
0000000009.png,14.140625,46.56938171386719
0000000009.png,14.20703125,65.79296875
0000000009.png,14.21875,65.78125
0000000009.png,14.28515625,65.71484375
0000000009.png,14.40625,65.59375
0000000009.png,14.6015625,65.3984375
0000000009.png,24.69140625,55.30859375
0000000009.png,24.73046875,55.26953125
0000000009.png,24.86328125,55.13671875
0000000009.png,25.87890625,54.12109375
0000000009.png,26.0859375,53.9140625
0000000009.png,26.2265625,53.7734375
0000000009.png,26.26953125,53.73046875
0000000009.png,26.40625,53.59375
0000000009.png,26.54296875,53.45703125
0000000009.png,26.6875,53.3125
0000000009.png,19.5078125,60.4921875
0000000009.png,19.484375,60.515625
0000000009.png,22.6953125,57.3046875
0000000009.png,34.04296875,45.95703125
0000000009.png,34.07421875,45.92578125
0000000009.png,34.09375,45.90625
0000000009.png,32.67578125,47.32421875
0000000009.png,32.328125,47.671875
0000000009.png,32.33203125,47.66796875
0000000009.png,32.34375,47.65625
0000000009.png,32.3515625,47.6484375
0000000009.png,32.62890625,47.37109375
0000000009.png,32.33203125,47.66796875
0000000009.png,32.65625,47.34375
0000000009.png,32.3125,47.6875
0000000009.png,32.61328125,47.38671875
0000000009.png,32.26171875,47.73828125
0000000009.png,32.1953125,47.8046875
0000000009.png,32.1328125,47.8671875
0000000009.png,32.171875,47.828125
0000000009.png,31.53125,48.46875
0000000009.png,30.9140625,49.0859375
0000000009.png,31.48046875,48.51953125
0000000009.png,30.83203125,49.16796875
0000000009.png,31.42578125,48.57421875
0000000009.png,30.7421875,49.2578125
0000000009.png,31.6015625,48.3984375
0000000009.png,31.35546875,48.64453125
0000000009.png,30.6328125,49.3671875
0000000009.png,30.48046875,49.51953125
0000000009.png,30.41015625,49.58984375
0000000009.png,30.01953125,49.98046875
0000000009.png,30.43359375,49.56640625
0000000009.png,30.05078125,49.94921875
0000000009.png,30.47265625,49.52734375
0000000009.png,30.0625,49.9375
0000000009.png,30.95703125,49.04296875
0000000009.png,30.0859375,49.9140625
0000000009.png,30.109375,49.890625
0000000009.png,30.51171875,49.48828125
0000000009.png,30.12890625,49.87109375
0000000009.png,31.12890625,48.87109375
0000000009.png,29.6171875,50.3828125
0000000009.png,30.98046875,49.01953125
0000000009.png,29.6328125,50.3671875
0000000009.png,29.6328125,50.3671875
0000000009.png,29.88671875,50.11328125
0000000009.png,29.64453125,50.35546875
0000000009.png,29.8671875,50.1328125
0000000009.png,29.66015625,50.33984375
0000000009.png,29.87890625,50.12109375
0000000009.png,29.65625,50.34375
0000000009.png,29.890625,50.109375
0000000009.png,29.671875,50.328125
0000000009.png,29.67578125,50.32421875
0000000009.png,29.890625,50.109375
0000000009.png,29.7265625,50.2734375
0000000009.png,30.21875,49.78125
0000000009.png,29.71875,50.28125
0000000009.png,30.23828125,49.76171875
0000000009.png,29.74609375,50.25390625
0000000009.png,30.265625,49.734375
0000000009.png,29.7578125,50.2421875
0000000009.png,29.97265625,50.02734375
0000000009.png,29.7890625,50.2109375
0000000009.png,29.9921875,50.0078125
0000000009.png,29.8046875,50.1953125
0000000009.png,29.8203125,50.1796875
0000000009.png,29.2890625,50.7109375
0000000009.png,29.85546875,50.14453125
0000000009.png,29.2890625,50.7109375
0000000009.png,29.28125,50.71875
0000000009.png,29.28515625,50.71484375
0000000009.png,29.3203125,50.6796875
0000000009.png,30.109375,49.890625
0000000009.png,29.33984375,50.66015625
0000000009.png,30.015625,49.984375
0000000009.png,29.37109375,50.62890625
0000000009.png,30.078125,49.921875
0000000009.png,30.12109375,49.87890625
0000000009.png,30.19921875,49.80078125
0000000009.png,30.59765625,49.40234375
0000000009.png,29.46484375,50.53515625
0000000009.png,29.453125,50.546875
0000000009.png,30.0703125,49.9296875
0000000009.png,29.4375,50.5625
0000000009.png,30.05078125,49.94921875
0000000009.png,29.41796875,50.58203125
0000000009.png,30.03125,49.96875
0000000009.png,29.38671875,50.61328125
0000000009.png,29.35546875,50.64453125
0000000009.png,29.91796875,50.08203125
0000000009.png,29.328125,50.671875
0000000009.png,29.91015625,50.08984375
0000000009.png,29.3125,50.6875
0000000009.png,29.91015625,50.08984375
0000000009.png,29.3203125,50.6796875
0000000009.png,29.94140625,50.05859375
0000000009.png,29.33203125,50.66796875
0000000009.png,29.9453125,50.0546875
0000000009.png,29.35546875,50.64453125
0000000009.png,29.35546875,50.64453125
0000000009.png,29.37890625,50.62109375
0000000009.png,29.98046875,50.01953125
0000000009.png,29.3828125,50.6171875
0000000009.png,30.15234375,49.84765625
0000000009.png,29.390625,50.609375
0000000009.png,29.515625,50.484375
0000000009.png,30.19140625,49.80859375
0000000009.png,29.52734375,50.47265625
0000000009.png,29.5078125,50.4921875
0000000009.png,30.3984375,49.6015625
0000000009.png,29.5,50.5
0000000009.png,30.375,49.625
0000000009.png,29.48046875,50.51953125
0000000009.png,30.30078125,49.69921875
0000000009.png,29.46875,50.53125
0000000009.png,29.46875,50.53125
0000000009.png,30.1328125,49.8671875
0000000009.png,29.53125,50.46875
0000000009.png,29.58203125,50.41796875
0000000009.png,29.53515625,50.46484375
0000000009.png,28.109375,51.890625
0000000009.png,28.2890625,51.7109375
0000000009.png,28.24609375,51.75390625
0000000009.png,28.3046875,51.6953125
0000000009.png,28.484375,51.515625
0000000009.png,28.76171875,51.23828125
0000000009.png,28.87890625,51.12109375
0000000009.png,28.84375,51.15625
0000000009.png,29.06640625,50.93359375
0000000009.png,29.015625,50.984375
0000000009.png,29.08984375,50.91015625
0000000009.png,28.09765625,51.90234375
0000000009.png,25.76953125,54.23046875
0000000009.png,29.25390625,50.74609375
0000000009.png,29.23828125,50.76171875
0000000009.png,29.33203125,50.66796875
0000000009.png,30.14453125,49.85546875
0000000009.png,29.3046875,50.6953125
0000000009.png,29.26171875,50.73828125
0000000009.png,29.421875,50.578125
0000000009.png,29.3359375,50.6640625
0000000009.png,29.515625,50.484375
0000000009.png,29.30859375,50.69140625
0000000009.png,29.2890625,50.7109375
0000000009.png,29.47265625,50.52734375
0000000009.png,29.2890625,50.7109375
0000000009.png,29.234375,50.765625
0000000009.png,29.21875,50.78125
0000000009.png,29.40625,50.59375
0000000009.png,29.1796875,50.8203125
0000000009.png,29.3671875,50.6328125
0000000009.png,29.125,50.875
0000000009.png,29.0859375,50.9140625
0000000009.png,29.19140625,50.80859375
0000000009.png,29.04296875,50.95703125
0000000009.png,29.03125,50.96875
0000000009.png,28.54296875,51.45703125
0000000009.png,28.06640625,51.93359375
0000000009.png,27.06640625,52.93359375
0000000009.png,29.078125,50.921875
0000000009.png,28.97265625,51.02734375
0000000009.png,29.03125,50.96875
0000000009.png,28.9375,51.0625
0000000009.png,28.94140625,51.05859375
0000000009.png,28.8359375,51.1640625
0000000009.png,28.375,51.625
0000000009.png,28.09765625,51.90234375
0000000009.png,27.7890625,52.2109375
0000000009.png,27.58984375,52.41015625
0000000009.png,27.42578125,52.57421875
0000000009.png,27.28125,52.71875
0000000009.png,27.21484375,52.78515625
0000000009.png,27.2421875,52.7578125
0000000009.png,27.2890625,52.7109375
0000000009.png,27.40625,52.59375
0000000009.png,27.4296875,52.5703125
0000000009.png,27.390625,52.609375
0000000009.png,27.1015625,52.8984375
0000000009.png,26.9609375,53.0390625
0000000009.png,26.48046875,53.51953125
0000000009.png,26.1484375,53.8515625
0000000009.png,25.71875,54.28125
0000000009.png,25.375,54.625
0000000009.png,25.00390625,54.99609375
0000000009.png,24.703125,55.296875
0000000009.png,24.52734375,55.47265625
0000000009.png,27.859375,52.140625
0000000009.png,27.83203125,52.16796875
0000000009.png,27.8125,52.1875
0000000009.png,27.8125,52.1875
0000000009.png,27.8125,52.1875
0000000009.png,27.8125,52.1875
0000000009.png,27.8359375,52.1640625
0000000009.png,27.8359375,52.1640625
0000000009.png,27.75,52.25
0000000009.png,27.68359375,52.31640625
0000000009.png,27.62890625,52.37109375
0000000009.png,27.578125,52.421875
0000000009.png,27.5625,52.4375
0000000009.png,27.515625,52.484375
0000000009.png,27.41015625,52.58984375
0000000009.png,27.01953125,52.98046875
0000000009.png,26.953125,53.046875
0000000009.png,26.80078125,53.19921875
0000000009.png,26.56640625,53.43359375
0000000009.png,26.171875,53.828125
0000000009.png,26.09765625,53.90234375
0000000009.png,25.73046875,54.26953125
0000000009.png,28.08203125,51.91796875
0000000009.png,25.6015625,54.3984375
0000000009.png,25.3203125,54.6796875
0000000009.png,25.16015625,54.83984375
0000000009.png,24.90234375,55.09765625
0000000009.png,27.0390625,52.9609375
0000000009.png,26.921875,53.078125
0000000009.png,26.84375,53.15625
0000000009.png,26.97265625,53.02734375
0000000009.png,26.68359375,53.31640625
0000000009.png,26.27734375,53.72265625
0000000009.png,26.0,54.0
0000000009.png,26.07421875,53.92578125
0000000009.png,25.92578125,54.07421875
0000000009.png,25.59765625,54.40234375
0000000009.png,25.33203125,54.66796875
0000000009.png,25.23046875,54.76953125
0000000009.png,25.0078125,54.9921875
0000000009.png,24.74609375,55.25390625
0000000009.png,24.73046875,55.26953125
0000000009.png,24.51953125,55.48046875
0000000009.png,25.30078125,54.69921875
0000000009.png,24.3359375,55.6640625
0000000009.png,24.3203125,55.6796875
0000000009.png,24.89453125,55.10546875
0000000009.png,24.47265625,55.52734375
0000000009.png,24.9375,55.0625
0000000009.png,24.49609375,55.50390625
0000000009.png,25.05078125,54.94921875
0000000009.png,24.77734375,55.22265625
0000000009.png,24.46875,55.53125
0000000009.png,24.65234375,55.34765625
0000000009.png,24.38671875,55.61328125
0000000009.png,24.28515625,55.71484375
0000000009.png,24.6484375,55.3515625
0000000009.png,24.40625,55.59375
0000000009.png,24.17578125,55.82421875
0000000009.png,24.2265625,55.7734375
0000000009.png,24.03125,55.96875
0000000009.png,23.87890625,56.12109375
0000000009.png,23.9609375,56.0390625
0000000009.png,23.84375,56.15625
0000000009.png,23.86328125,56.13671875
0000000009.png,23.7890625,56.2109375
0000000009.png,24.0859375,55.9140625
0000000009.png,23.67578125,56.32421875
0000000009.png,23.54296875,56.45703125
0000000009.png,23.64453125,56.35546875
0000000009.png,23.36328125,56.63671875
0000000009.png,23.69921875,56.30078125
0000000009.png,23.453125,56.546875
0000000009.png,23.39453125,56.60546875
0000000009.png,23.39453125,56.60546875
0000000009.png,23.5859375,56.4140625
0000000009.png,23.26953125,56.73046875
0000000009.png,23.60546875,56.39453125
0000000009.png,23.1796875,56.8203125
0000000009.png,23.40234375,56.59765625
0000000009.png,23.1328125,56.8671875
0000000009.png,23.1953125,56.8046875
0000000009.png,23.046875,56.953125
0000000009.png,23.0703125,56.9296875
0000000009.png,22.94140625,57.05859375
0000000009.png,22.95703125,57.04296875
0000000009.png,22.859375,57.140625
0000000009.png,22.73828125,57.26171875
0000000009.png,22.79296875,57.20703125
0000000009.png,22.41796875,57.58203125
0000000009.png,22.37109375,57.62890625
0000000009.png,22.68359375,57.31640625
0000000009.png,22.609375,57.390625
0000000009.png,22.625,57.375
0000000009.png,22.27734375,57.72265625
0000000009.png,22.58203125,52.18424987792969
0000000009.png,22.51171875,51.83997344970703
0000000009.png,22.45703125,51.631431579589844
0000000009.png,22.42578125,55.47303771972656
0000000009.png,22.03515625,55.708106994628906
0000000009.png,22.40625,55.67066192626953
0000000009.png,22.41796875,55.85212707519531
0000000009.png,22.3984375,55.83696746826172
0000000009.png,22.3984375,56.25199890136719
0000000009.png,22.328125,57.523773193359375
0000000009.png,22.296875,57.703125
0000000009.png,22.23046875,57.76953125
0000000009.png,22.23046875,57.76953125
0000000009.png,22.2421875,57.7578125
0000000009.png,22.25,57.75
0000000009.png,22.2734375,57.7265625
0000000009.png,22.26953125,57.73046875
0000000009.png,22.21484375,57.78515625
0000000009.png,22.19921875,57.80078125
0000000009.png,22.19921875,57.80078125
0000000009.png,22.2109375,57.7890625
0000000009.png,22.24609375,57.75390625
0000000009.png,22.2109375,57.7890625
0000000009.png,22.1484375,57.8515625
0000000009.png,21.28125,58.71875
0000000009.png,21.89453125,58.10546875
0000000009.png,21.9296875,58.0703125
0000000009.png,21.74609375,58.25390625
0000000009.png,21.7421875,58.2578125
0000000009.png,21.59765625,58.40234375
0000000009.png,21.23046875,58.76953125
0000000009.png,21.2421875,58.7578125
0000000009.png,21.15234375,58.84765625
0000000009.png,21.48046875,58.51953125
0000000009.png,21.33984375,58.66015625
0000000009.png,21.1328125,58.8671875
0000000009.png,21.16015625,58.83984375
0000000009.png,21.30078125,58.69921875
0000000009.png,20.875,59.125
0000000009.png,20.796875,59.203125
0000000009.png,20.85546875,59.14453125
0000000009.png,21.94921875,58.05078125
0000000009.png,20.95703125,59.04296875
0000000009.png,20.8203125,59.1796875
0000000009.png,21.0,59.0
0000000009.png,21.52734375,58.47265625
0000000009.png,20.78125,59.21875
0000000009.png,21.453125,58.546875
0000000009.png,21.28515625,58.71484375
0000000009.png,21.1640625,58.8359375
0000000009.png,20.55859375,59.44140625
0000000009.png,21.08203125,58.91796875
0000000009.png,20.6796875,59.3203125
0000000009.png,20.54296875,59.45703125
0000000009.png,21.00390625,58.99609375
0000000009.png,20.67578125,59.32421875
0000000009.png,20.37109375,59.62890625
0000000009.png,20.28125,59.71875
0000000009.png,20.3671875,59.6328125
0000000009.png,20.25,59.75
0000000009.png,20.43359375,59.56640625
0000000009.png,20.13671875,59.86328125
0000000009.png,20.16796875,59.83203125
0000000009.png,20.33203125,59.66796875
0000000009.png,19.90625,60.09375
0000000009.png,19.515625,60.484375
0000000009.png,19.7265625,60.2734375
0000000009.png,19.625,60.375
0000000009.png,19.33203125,60.66796875
0000000009.png,19.2734375,60.7265625
0000000009.png,19.28125,60.71875
0000000009.png,21.578125,58.421875
0000000009.png,21.125,58.875
0000000009.png,21.640625,58.359375
0000000009.png,21.4140625,58.5859375
0000000009.png,18.51171875,61.48828125
0000000009.png,18.84765625,61.15234375
0000000009.png,18.703125,61.296875
0000000009.png,21.32421875,58.67578125
0000000009.png,21.0859375,58.9140625
0000000009.png,20.9921875,59.0078125
0000000009.png,20.50390625,59.49609375
0000000009.png,19.86328125,60.13671875
0000000009.png,12.84765625,67.15234375
0000000009.png,12.859375,67.140625
0000000009.png,12.82421875,67.17578125
0000000009.png,19.63671875,60.36328125
0000000009.png,19.60546875,60.39453125
0000000009.png,19.55078125,60.44921875
0000000009.png,19.58203125,60.41796875
0000000009.png,19.00390625,60.99609375
0000000009.png,11.86328125,68.13671875
0000000009.png,11.83984375,68.16015625
0000000009.png,11.83984375,68.16015625
0000000009.png,11.80859375,68.19140625
0000000009.png,11.73828125,68.26171875
0000000009.png,11.75,68.25
0000000009.png,11.75,68.25
0000000009.png,11.73046875,68.26953125
0000000009.png,11.734375,68.265625
0000000009.png,11.74609375,68.25390625
0000000009.png,11.734375,68.265625
0000000009.png,11.796875,68.203125
0000000009.png,11.71875,68.28125
0000000009.png,11.7734375,68.2265625
0000000009.png,11.671875,68.328125
0000000009.png,11.77734375,68.22265625
0000000009.png,11.76953125,68.23046875
0000000009.png,11.65625,68.34375
0000000009.png,11.76171875,68.23828125
0000000009.png,11.75,68.25
0000000009.png,11.62890625,68.37109375
0000000009.png,11.73046875,68.26953125
0000000009.png,11.640625,68.359375
0000000009.png,11.7109375,68.2890625
0000000009.png,11.7109375,68.2890625
0000000009.png,11.5390625,68.4609375
0000000009.png,11.5546875,68.4453125
0000000009.png,11.5859375,68.4140625
0000000009.png,11.69140625,68.30859375
0000000009.png,11.62109375,68.37890625
0000000009.png,11.6484375,68.3515625
0000000009.png,11.6875,68.3125
0000000009.png,11.72265625,68.27734375
0000000009.png,11.66015625,68.33984375
0000000009.png,11.75390625,68.24609375
0000000009.png,11.77734375,68.22265625
0000000009.png,11.70703125,68.29296875
0000000009.png,11.8125,68.1875
0000000009.png,11.85546875,68.14453125
0000000009.png,11.765625,68.234375
0000000009.png,11.91015625,68.08984375
0000000009.png,11.9453125,68.0546875
0000000009.png,11.84765625,68.15234375
0000000009.png,11.98046875,68.01953125
0000000009.png,12.02734375,67.97265625
0000000009.png,11.91015625,68.08984375
0000000009.png,12.01171875,67.98828125
0000000009.png,12.140625,67.859375
0000000009.png,12.09765625,67.90234375
0000000009.png,12.234375,67.765625
0000000009.png,12.171875,67.828125
0000000009.png,12.328125,67.671875
0000000009.png,12.296875,67.703125
0000000009.png,12.26171875,67.73828125
0000000009.png,12.3984375,67.6015625
0000000009.png,12.67578125,44.621299743652344
0000000009.png,12.62109375,44.97743225097656
0000000009.png,12.68359375,44.15791702270508
0000000009.png,12.6953125,47.16437530517578
0000000009.png,12.8671875,46.25928497314453
0000000009.png,13.9375,37.71832275390625
0000000009.png,13.9375,37.60074234008789
0000000009.png,13.98828125,37.804595947265625
0000000009.png,14.0546875,37.10304641723633
0000000009.png,14.1015625,37.24598693847656
0000000009.png,14.1015625,36.993412017822266
0000000009.png,14.20703125,38.966182708740234
0000000009.png,14.2734375,42.06191635131836
0000000009.png,14.328125,65.671875
0000000009.png,14.27734375,65.72265625
0000000009.png,14.39453125,65.60546875
0000000009.png,14.453125,65.546875
0000000009.png,14.44140625,65.55859375
0000000009.png,14.6171875,65.3828125
0000000009.png,14.6875,65.3125
0000000009.png,14.58203125,65.41796875
0000000009.png,24.66796875,55.33203125
0000000009.png,24.7265625,55.2734375
0000000009.png,25.05078125,54.94921875
0000000009.png,25.10546875,54.89453125
0000000009.png,25.44140625,54.55859375
0000000009.png,25.28515625,54.71484375
0000000009.png,25.953125,54.046875
0000000009.png,26.078125,53.921875
0000000009.png,26.2265625,53.7734375
0000000009.png,26.33984375,53.66015625
0000000009.png,26.46484375,53.53515625
0000000009.png,26.59375,53.40625
0000000009.png,21.6328125,58.3671875
0000000009.png,21.73046875,58.26953125
0000000009.png,21.734375,58.265625
0000000009.png,21.8515625,58.1484375
0000000009.png,21.859375,58.140625
0000000009.png,21.9765625,58.0234375
0000000009.png,22.1015625,57.8984375
0000000009.png,22.23828125,57.76171875
0000000009.png,22.4375,57.5625
0000000009.png,22.7109375,57.2890625
0000000009.png,22.71875,57.28125
0000000009.png,33.63671875,46.36328125
0000000009.png,34.4140625,45.5859375
0000000009.png,32.69140625,47.30859375
0000000009.png,32.328125,47.671875
0000000009.png,31.51953125,48.48046875
0000000009.png,32.25,47.75
0000000009.png,32.23046875,47.76953125
0000000009.png,32.3359375,47.6640625
0000000009.png,32.17578125,47.82421875
0000000009.png,32.34765625,47.65234375
0000000009.png,33.26171875,46.73828125
0000000009.png,32.15625,47.84375
0000000009.png,32.15625,47.84375
0000000009.png,32.140625,47.859375
0000000009.png,32.109375,47.890625
0000000009.png,33.09765625,46.90234375
0000000009.png,32.07421875,47.92578125
0000000009.png,33.0703125,46.9296875
0000000009.png,31.98828125,48.01171875
0000000009.png,33.02734375,46.97265625
0000000009.png,31.82421875,48.17578125
0000000009.png,31.8125,48.1875
0000000009.png,32.84375,47.15625
0000000009.png,32.640625,47.359375
0000000009.png,29.7578125,50.2421875
0000000009.png,29.7265625,50.2734375
0000000009.png,29.68359375,50.31640625
0000000009.png,30.05078125,49.94921875
0000000009.png,29.6328125,50.3671875
0000000009.png,29.99609375,50.00390625
0000000009.png,28.890625,51.109375
0000000009.png,29.921875,50.078125
0000000009.png,28.8828125,51.1171875
0000000009.png,29.8046875,50.1953125
0000000009.png,28.890625,51.109375
0000000009.png,29.5859375,50.4140625
0000000009.png,28.8828125,51.1171875
0000000009.png,29.3359375,50.6640625
0000000009.png,29.0078125,50.9921875
0000000009.png,29.6484375,50.3515625
0000000009.png,29.04296875,50.95703125
0000000009.png,29.0546875,50.9453125
0000000009.png,29.57421875,50.42578125
0000000009.png,29.0625,50.9375
0000000009.png,29.578125,50.421875
0000000009.png,29.07421875,50.92578125
0000000009.png,29.59765625,50.40234375
0000000009.png,29.08203125,50.91796875
0000000009.png,29.60546875,50.39453125
0000000009.png,29.08203125,50.91796875
0000000009.png,29.234375,50.765625
0000000009.png,29.08203125,50.91796875
0000000009.png,29.24609375,50.75390625
0000000009.png,29.10546875,50.89453125
0000000009.png,29.09375,50.90625
0000000009.png,29.11328125,50.88671875
0000000009.png,29.25,50.75
0000000009.png,29.1171875,50.8828125
0000000009.png,29.25390625,50.74609375
0000000009.png,29.12109375,50.87890625
0000000009.png,29.140625,50.859375
0000000009.png,29.80859375,50.19140625
0000000009.png,29.15234375,50.84765625
0000000009.png,29.15234375,50.84765625
0000000009.png,29.171875,50.828125
0000000009.png,29.18359375,50.81640625
0000000009.png,29.3359375,50.6640625
0000000009.png,29.19921875,50.80078125
0000000009.png,29.234375,50.765625
0000000009.png,29.28515625,50.71484375
0000000009.png,29.41796875,50.58203125
0000000009.png,29.40234375,50.59765625
0000000009.png,29.40625,50.59375
0000000009.png,29.3984375,50.6015625
0000000009.png,29.4296875,50.5703125
0000000009.png,29.48046875,50.51953125
0000000009.png,29.52734375,50.47265625
0000000009.png,29.55078125,50.44921875
0000000009.png,29.578125,50.421875
0000000009.png,29.59375,50.40625
0000000009.png,29.60546875,50.39453125
0000000009.png,29.6015625,50.3984375
0000000009.png,29.56640625,50.43359375
0000000009.png,29.51171875,50.48828125
0000000009.png,29.4609375,50.5390625
0000000009.png,29.421875,50.578125
0000000009.png,29.40234375,50.59765625
0000000009.png,29.41796875,50.58203125
0000000009.png,29.44921875,50.55078125
0000000009.png,29.453125,50.546875
0000000009.png,29.4921875,50.5078125
0000000009.png,29.484375,50.515625
0000000009.png,29.5234375,50.4765625
0000000009.png,29.55859375,50.44140625
0000000009.png,29.59375,50.40625
0000000009.png,29.6640625,50.3359375
0000000009.png,29.65625,50.34375
0000000009.png,29.66796875,50.33203125
0000000009.png,29.65234375,50.34765625
0000000009.png,29.62109375,50.37890625
0000000009.png,29.59765625,50.40234375
0000000009.png,29.66015625,50.33984375
0000000009.png,29.7578125,50.2421875
0000000009.png,26.90625,53.09375
0000000009.png,27.30078125,52.69921875
0000000009.png,26.91796875,53.08203125
0000000009.png,27.4296875,52.5703125
0000000009.png,27.06640625,52.93359375
0000000009.png,27.4375,52.5625
0000000009.png,27.0859375,52.9140625
0000000009.png,27.38671875,52.61328125
0000000009.png,27.140625,52.859375
0000000009.png,27.05859375,52.94140625
0000000009.png,26.9921875,53.0078125
0000000009.png,27.42578125,52.57421875
0000000009.png,27.05078125,52.94921875
0000000009.png,27.58984375,52.41015625
0000000009.png,27.15625,52.84375
0000000009.png,27.96875,52.03125
0000000009.png,27.90625,52.09375
0000000009.png,27.77734375,52.22265625
0000000009.png,27.07421875,52.92578125
0000000009.png,26.91796875,53.08203125
0000000009.png,26.26171875,53.73828125
0000000009.png,25.40234375,54.59765625
0000000009.png,28.24609375,51.75390625
0000000009.png,27.72265625,52.27734375
0000000009.png,27.6484375,52.3515625
0000000009.png,27.12890625,52.87109375
0000000009.png,26.43359375,53.56640625
0000000009.png,26.37890625,53.62109375
0000000009.png,25.9140625,54.0859375
0000000009.png,25.61328125,54.38671875
0000000009.png,27.86328125,52.13671875
0000000009.png,27.90625,52.09375
0000000009.png,27.86328125,52.13671875
0000000009.png,27.625,52.375
0000000009.png,27.51953125,52.48046875
0000000009.png,27.3203125,52.6796875
0000000009.png,26.671875,53.328125
0000000009.png,26.5390625,53.4609375
0000000009.png,26.46875,53.53125
0000000009.png,26.66015625,53.33984375
0000000009.png,26.33984375,53.66015625
0000000009.png,26.5390625,53.4609375
0000000009.png,26.31640625,53.68359375
0000000009.png,26.51953125,53.48046875
0000000009.png,26.2421875,53.7578125
0000000009.png,26.16796875,53.83203125
0000000009.png,26.49609375,53.50390625
0000000009.png,26.19921875,53.80078125
0000000009.png,26.27734375,53.72265625
0000000009.png,26.79296875,53.20703125
0000000009.png,26.34375,53.65625
0000000009.png,26.90234375,53.09765625
0000000009.png,26.2890625,53.7109375
0000000009.png,26.375,53.625
0000000009.png,26.87890625,53.12109375
0000000009.png,26.34765625,53.65234375
0000000009.png,26.828125,53.171875
0000000009.png,26.3359375,53.6640625
0000000009.png,26.36328125,53.63671875
0000000009.png,26.203125,53.796875
0000000009.png,26.3671875,53.6328125
0000000009.png,25.86328125,54.13671875
0000000009.png,26.0703125,53.9296875
0000000009.png,25.80859375,54.19140625
0000000009.png,25.578125,54.421875
0000000009.png,25.265625,54.734375
0000000009.png,24.96875,55.03125
0000000009.png,24.62109375,55.37890625
0000000009.png,24.34375,55.65625
0000000009.png,24.3203125,55.6796875
0000000009.png,27.12890625,52.87109375
0000000009.png,27.13671875,52.86328125
0000000009.png,27.11328125,52.88671875
0000000009.png,27.05078125,52.94921875
0000000009.png,27.0,53.0
0000000009.png,26.95703125,53.04296875
0000000009.png,26.91015625,53.08984375
0000000009.png,26.81640625,53.18359375
0000000009.png,26.6796875,53.3203125
0000000009.png,26.30859375,53.69140625
0000000009.png,26.26953125,53.73046875
0000000009.png,26.0390625,53.9609375
0000000009.png,25.63671875,54.36328125
0000000009.png,25.765625,54.234375
0000000009.png,25.61328125,54.38671875
0000000009.png,25.41796875,54.58203125
0000000009.png,25.1953125,54.8046875
0000000009.png,24.75,55.25
0000000009.png,24.65625,55.34375
0000000009.png,24.52734375,55.47265625
0000000009.png,24.375,55.625
0000000009.png,24.1640625,55.8359375
0000000009.png,26.34375,53.65625
0000000009.png,24.1015625,55.8984375
0000000009.png,26.21875,53.78125
0000000009.png,26.0859375,53.9140625
0000000009.png,26.0234375,53.9765625
0000000009.png,25.80859375,54.19140625
0000000009.png,25.66015625,54.33984375
0000000009.png,25.4609375,54.5390625
0000000009.png,25.23046875,54.76953125
0000000009.png,25.0,55.0
0000000009.png,24.81640625,55.18359375
0000000009.png,24.6171875,55.3828125
0000000009.png,24.44140625,55.55859375
0000000009.png,24.2734375,55.7265625
0000000009.png,24.0078125,55.9921875
0000000009.png,23.9375,56.0625
0000000009.png,23.82421875,56.17578125
0000000009.png,23.80078125,56.19921875
0000000009.png,23.703125,56.296875
0000000009.png,23.8984375,56.1015625
0000000009.png,23.71875,56.28125
0000000009.png,23.6875,56.3125
0000000009.png,23.66015625,56.33984375
0000000009.png,23.765625,56.234375
0000000009.png,23.6484375,56.3515625
0000000009.png,23.6484375,56.3515625
0000000009.png,23.70703125,56.29296875
0000000009.png,23.64453125,56.35546875
0000000009.png,23.69921875,56.30078125
0000000009.png,23.62109375,56.37890625
0000000009.png,23.6484375,56.3515625
0000000009.png,23.49609375,56.50390625
0000000009.png,23.5390625,56.4609375
0000000009.png,23.359375,56.640625
0000000009.png,23.46484375,56.53515625
0000000009.png,23.3984375,56.6015625
0000000009.png,23.265625,56.734375
0000000009.png,23.27734375,56.72265625
0000000009.png,23.140625,56.859375
0000000009.png,23.08984375,56.91015625
0000000009.png,23.03515625,56.96484375
0000000009.png,22.9296875,57.0703125
0000000009.png,22.87890625,57.12109375
0000000009.png,22.8671875,57.1328125
0000000009.png,22.796875,57.203125
0000000009.png,22.71484375,57.28515625
0000000009.png,22.80859375,57.19140625
0000000009.png,23.30859375,56.69140625
0000000009.png,22.6640625,57.3359375
0000000009.png,22.60546875,57.39453125
0000000009.png,22.59765625,57.40234375
0000000009.png,22.56640625,57.43359375
0000000009.png,22.64453125,57.35546875
0000000009.png,22.53125,57.46875
0000000009.png,22.23828125,57.76171875
0000000009.png,22.33203125,57.66796875
0000000009.png,22.18359375,57.81640625
0000000009.png,22.08203125,57.91796875
0000000009.png,22.06640625,57.93359375
0000000009.png,22.12109375,57.87890625
0000000009.png,21.95703125,58.04296875
0000000009.png,22.19921875,57.80078125
0000000009.png,21.875,58.125
0000000009.png,21.98828125,58.01171875
0000000009.png,21.97265625,58.02734375
0000000009.png,21.9765625,58.0234375
0000000009.png,21.9921875,58.0078125
0000000009.png,22.01171875,57.98828125
0000000009.png,21.84765625,58.15234375
0000000009.png,21.88671875,58.11328125
0000000009.png,21.75390625,58.24609375
0000000009.png,21.921875,58.078125
0000000009.png,21.734375,58.265625
